Node,Load of node by messages routed
623903713506757681570829495563805537441374733143,3777
693152538689837357429207078055496321219995119705,9181
553492366201268575179874086562819567193121374067,931
150392115701752038279421662051160131156928615690,3168
1330280470559708721355439603880108095208617600091,2837
815864988110603311309258953471482435385185891107,5781
308207132313660558836093039474688222017247413502,5114
1087286317737770511592418947050527469904915371093,5841
918848130521588495483950233175697847178611962479,2039
1249802774560544269067992835518460872882940694796,1581
53399220416197297820792035358274945340000004704,4819
186394893431533127747246390768674855251181139401,1733
785963053701870300968840326389441246763477219648,2487
512919163764463482055716377303109001182800697993,2462
1208862833059751613971479086957682828821326186301,1913
500516170074576857182667154723414139705202382043,1577
229651123678767292648542943297272047653292043250,1870
1036090394381342391427124955569138302062150381233,6284
782581244974592519198646072423362014010567070860,2659
965383852185987445502368346567633251637963326819,1743
878185102803132907983944726021470009328020604170,4318
938705865516079332381366577097003118567046223620,3569
1150688453420195557359376477845529019564146658596,1492
737395367356715010704879403488458324742799593659,1152
276372950440717189034668784593108840376489653895,574
499401741018559485035178677582193201483063749837,8214
960454150821641901521869937240838395550319200288,4683
766969934973457580283553497918118881628935276681,1339
266710546895549041148481195749154877147920530808,1963
1097926202733104529425793617423318501900439828175,6435
835095947450416043186201355410299533582630887019,7410
301038233105680182349988848370671296366665776656,5652
1337350337195311040945751202056340533241635457909,1495
285950306686654976007796287053097152881773133725,3737
1297849402630760536302699207208449092896031248701,1105
561680640832482585515196516006663556181072724592,1311
396784656546442729882907660932596493300108116579,1459
1432290429866155956217060779784084006967391992101,2051
538889274170681110095374462563772801609620082360,3275
745479971838403921113478942586385599627853114748,1021
1022532454528402055621154706694352985420464516142,2465
718200783036502994615067975523934921379429666114,2980
766725057472634795884161493858930882939938802567,1502
746562960523517400414660117849159926048720179947,2695
1057676276771101395669161170570758069228634365021,1042
701729843137054006918293440400105418029600513396,4846
791630260528742050026881647156662491813430592135,3211
866628278397101751641899126352872368340321594393,4989
645180592194721102615488142671356869808443863370,2601
710631205313236098240839961292770805139984797954,4081
824946597357994115749376121583736144709323464584,4748
568619882670968076974178260866010154004172608821,4621
463202091579240366473193662477811787700554354125,3899
116038967093137511048230007991937464463229482718,6135
1265197961495589076663794780465385007355927217168,1565
766797407591006764813524730978767901356016121462,1599
751468494709213335939457484097592818692145736485,6893
158761559311561228739821745321602581825388514330,1012
74106979782363474431937785386255031547887455337,3075
1092426753562710216618621974437753822338326968608,4481
712416490593069499902137678877831367177489447220,621
338839176826104095129244078211544596166486392564,6167
215025196774230143777734003212157575543525061303,3076
1427455174368126704428085578330745108875490180461,1624
195425701409357584251469114485837372271455512072,4618
535505206834240353467449542150867375353767983339,3999
189273632686647998460280632128249264643441352611,2068
1083854511253535356582988465038824685322472112360,3799
1369214550926453731594257030006973093730023347548,1271
1460812864835240829758368402921658106675618816469,1976
221997990292113784296134834738298998764549334082,1832
1121417401571415923579761121966106636597674486729,2167
787768902219200807081216357878500806422064484904,1592
1304920395180478137687030414280812664022411983768,7785
1312334519385183283642358348609233471684276801053,2668
561614474429386374980039172066300747572282891713,1220
1430951261563317046127578678876607393271834964984,4891
1355317420569930481286852994712165802051030201779,1385
1075361998160579381516544380509114828592073406847,4834
1142079373649816543167811214548515856013411835050,1298
1081197285802508520106626578439688556674440723818,1293
156227322304737396006180353873950478795084484325,7261
1135329360651680142083527688949686212154112430150,641
1419987511070607957753762716486267817539817080021,3967
1447291978918594371610786405587807433179975069785,2713
1308562192561271496248311569371477931447260543409,2624
1161996664458762141913511516673694313187324701057,3806
287172596008013465145171478215692690701818595943,2562
1131848754965898717732479008582238519842614417946,5772
71266918207663169359491737410869538840720106354,1414
794072784576046739144547303554849032019378406053,5807
1169011268481283849851331623186478576546044685091,8141
287495641946133309991769628134766457175366938977,1698
60953806518767691673055593854118553357202942815,3050
292652557041358627498474203099876178316227662065,4974
609976139667104225940023691025465276231133445863,847
1099147449708800101750012970434763240116934495151,4664
1427148719391236852072528629545656498998876304616,7642
1417186060673569661273000332508166284047012928073,1747
635077315960683182569184111554107474449663902061,6585
22622112904433854445799151678553459733988001725,9018
1307608791687744340813274585292950575137629849307,4731
1458588633634852999014514298864246975575148040912,3994
867671132568963154349143240627544004722847575728,3040
1042611933189090896525755529379286770903393842032,4685
1377602581027401834237734599014368158395414094952,9449
1443949139088652669137569532523343245590333486254,2057
993946504549037903327809270562196770431003489510,11204
1237460897862890414105781967420127166043400527600,4298
1289496303956872688675850762987230055293209222498,3014
468660226194087401278120660100803899786997449598,3782
870099070512887439922254103987260104610481597915,1101
465602731494421384752609506442812819748748709845,1831
58446002757608171748786834474119011288545650130,2851
1111690263148885150789091916194976850104625923803,6444
1103456463201387025009583216955221617781521895696,7746
380474716093739773300346244536214816922249774872,3342
981191161049276693158488355826503472574237458635,5809
1301817214550303148443073750402927927783429330426,2590
350293384986730403280621826294221202460337501060,6181
753711886807517316081105289400236037162255703517,1488
1051084434289298802564460680517417615444402206670,2495
243513960899368521616738863452968200848846791104,1524
217314517592817739080614472808455818598605043675,4718
336324878270664820573842327896682954563805093185,5543
1297215456871208837850441940641835864647155590159,9542
1156790861852725989967900872996892035838070358740,2030
58687941674284938777893457615819903309119628552,1694
1407360960829069972066335015867763305640376679770,6316
1432074253296955188433603541897122101868723973483,1618
394507444575061663027808668295261945283140835516,1463
778599082714126445122036431755519322517624726609,2837
250769365060740199083536887157730650775230143419,1578
1012477054995547431343147034789908827541893829328,2640
264186121230063354946439827467693638825757590543,1599
479792117700329636503298109186411155207040503064,3509
388225502209303038064707619039863422249843259788,2515
37254207128151114092377099050228025976709623287,10610
1072723776963507153224970428929034810769556954817,2585
1025352463925290199854884067968887312404133512295,4664
447685743109121310896220397256942595916917512887,1097
848641361387774191029728662248563489157106452633,5859
1052963724750572501345879461390785602980620481372,4561
1246181431071633444073341938924955478922535223379,1741
400268787657497068018505953471307099892785458908,3782
585143011372834667939217573350471294228410160304,3518
1312091097029824113595802006324115754002518111578,3430
542683941533319311341212392198385336916215081932,999
918384011540762212980157107476328967016461966544,4240
1158766473041939624057705894154081513839563742223,3817
548638131569847090705655495406067840485687021938,3154
1022586959083665318438436511899502058040085845009,2027
108560076960204207223764588010598571452571076522,846
407787479469253130738766486266340512789689746526,1502
964173289504455653851235156686671519875016201871,1672
1064608697578734651382932589722187365540464711897,1591
118563478522390232907413516478060485704525242819,4343
120198586611925626430106315812903071724478016580,631
108759806477158671945362492752124377633519012572,2019
1362244161757340276193093883427659608287254308547,3504
295550206496876993626054775754001092455869821207,4483
360065122039672857935996050294068867654898316284,3311
732031472388804395905190246714184892589550393709,2303
589857437477842659326285120704874770844242706062,2288
539634167433473799919674414633526483921257532493,1844
190326264538680139116398934036152058677875402838,4386
551526052249263626493099282713379544142251467109,5399
46973039386673550357543061162300035420275648122,1377
1314536636784752610810231033390431195422848201984,1405
1293164714635003537191486946594488792210093831758,2963
983561053974617773900865669123472675012874228611,1080
1127728040970496619713515411224964070007324271016,2567
77756140792862932204056187108715915847794131494,3500
761822625518647840141958223960506907825870033720,2830
640521816745210948082885996897834579284035089636,2384
672023580792930857349259231988387413210316934286,1062
1397465960118879094038086528440541575743738208092,6371
791156712641910523473299350657172908807662152227,3064
670800968991060237431613441919693461682987715597,2533
955639818469218207911402736268213629639840321042,5504
579297400888121815449106244653148165130453364222,2031
1109028200950582498998458106470873722540909363275,3270
781941726412597609622774177246743650034534950644,694
486674940246599383353827845818648459226289649403,1908
686094961556491176117259896371635546137952688418,2529
1320569723250145181448493289179920070462842442904,3639
738251885292020791486465560426391641596616112795,2557
1441919473243937088913372572198903144134558274853,3532
694106879442380254109851541334938247268935798266,4591
440023481092152954131772519305497550243773265110,3967
1395114641005984844762415598352029835509086776533,5536
108524652453860468011665834683579573350064906910,4064
284610058610528361237641031001699143162923578383,3033
1019646029023341094450553592035578427938461861579,636
211922251451998273391501103410821352928867311554,3385
276287731942152899504172809522022495006414024303,4013
407302155127183094350131597288532325501292776457,958
915993223568791849602143400484563378725741945630,2476
412300081596341860068107036539005353485436543380,4740
627005552874418992222812764844745396236759262217,1570
201619238509077057251593872582504526916493614653,6358
997342295313601319328783919623312541666818452314,5554
1257849036574981163009536549834223667687260695112,4420
554629995826088902576678559680436939074331431770,2927
669725621735836609651383026663580776020356053891,8439
149052514282750687750060497509640762830149926976,11201
1367104453457349162292996344351526713614693411062,6904
1050863923684452417687341071640169444770522596758,8094
747533480614621144716292513410222083955031289513,4620
217887767432021404142263879441596251800741491040,1903
570250199525431652538811684644897318311716706798,4301
712694225286561278044827989589891245575637683737,1744
964221391179457899940302436583296720994319885801,1041
1448091210267689643067757433552911202060523432020,3868
1031448450754901955218861918320506703505856562217,4308
460819692141751129219381209988858971758798534496,891
636345029795627195748913181918073831458711350486,799
652912376813832982121148951594850313624620786630,6159
295730537927304207320847047279390247157458413677,1817
1019584313999358429202540885394626137828685392064,1567
198475686406810092191450199925787830368964791107,2656
1408382306668801799402636193118066917592478596631,3353
629246399003110052786160254799079902561126163406,3554
908211784851870459492576255548595438889817525829,4357
736166156527375468980195546104094946802616663992,6083
1087847340351454761803791379729650091612709384859,1604
542333062098737912385345191662879053597063965609,1803
619483244701765992198494947686560874824033915394,2730
257741855635513501744521866633294760673049382596,9682
946401024414501467093297626681287035334616433266,3742
230845134126851584833135460748975550888438508376,2456
521619227846220562217409735942442675387621173418,5361
1143925845280174764050940578781492264535125752345,6045
