Node,Load of node by requests
148096524215361326614139157344850945056862106399,928
452570329626595614429539375238450472011890200416,2534
267992850958449424128074636223339640481664120052,529
1307112178197272315487798137026813571057964817680,663
1270368254825085951299515807873579638774972201149,1894
487365211019689159931060422358731386641860887526,822
488876430503997302062680776842017350113664973637,43
1285377429601418453021997562060519521826831441562,361
397342633754030291575932202280734334867164201688,851
543904358119979316624513683428251948254058208280,413
343690740181394928254763004595606895570586436886,931
1233572571652346591845200506622344706904944908270,424
681471362157533201510151428580955876051428704584,34
1166077676210498121864562576978410187868410602540,131
1112698826156319017298155989415084907093964108901,277
940676525317881992511155059092072016543390017361,162
597325727693957393721114684619361137940415482273,123
699819761554295021998761042880132999974332350210,417
535586991555224546783299094931335868071434153589,144
363999274710903061224562552681245941437139167765,887
1372930061017947095368707240509325171985114388908,199
502901401340473892412317293239291021041915922236,803
120848832480420521384946520461201116694302559017,128
81796010743633150480804732102647100684494605798,771
845528396200294140325933504697348679685402374953,885
976455935704656902355695187119823863004677780999,304
938486057578003100424110258169899520710124326271,63
211956706788664277100607651496781078257945769706,502
1193172166905236942649229612169212036548082263681,1751
1279512006765689962127327914509866620935649990831,352
673396885408280565356763554340189771467634905324,431
1245415361788482565930605658699721028976092549649,497
527192021026647291090015058698843946500142765910,533
402126554543692807713534611233279147327077573267,1883
1084370316725268678925666514368963237518634733678,477
146951326027320583463323946477119989433081173314,31
1012877014071250724151209767687492068243861513635,683
821243327323625353214042798119550910068784034045,163
520294566241721922638850463146862441456813421513,680
646923436400143610260385106015045165559433510752,342
829797188688667555902202224187918653684431213909,822
139385881748222322158515147883278134369541649121,783
594655989707611280010508086127200122756866567601,808
120437978752338112161896084534210651061981336600,1370
637111226391396128526062295469271537769496026326,340
703641120343470458536242394166408374153928564071,2014
1031420260498319521764956792373646796688599774856,876
1392954164401628148992498361800893024736081969715,966
451445811689792615906166404616663270443503351406,644
1399410121526652659619813397368726276531142166464,244
961947165453472804557561134047943894992004868677,1144
617032566290481610834242481306284799813376978106,724
576516353491733913130041765765470663923208839137,302
561275120882305878892870877209809801270351466514,127
1095798306304842725385938177213262960767374032265,220
883025167486444175889364455351183620999606462930,97
809403439693317401662391454071083364276055115553,215
24689105212167481264607847426379473631390829043,1171
55327572074462831135189762294207295264246625540,286
482348090505491079293751008901318795269188450964,122
1073200781743207633543735165337790556071878287103,1779
966239780371241371048396344172379660833499429666,209
624882955962468911018557758671816074549361812318,339
465226713214591310193474775633995231049650251151,78
32755589085452684792922153255025198419681571740,266
890138174657232129245363239099866553441874788025,139
432700433109018427835344597398406849304341425089,1085
913072395081994407974427760624434040560591771929,751
1421231883666362264775522873604415340604566848497,175
1455850684137886854333380783890342457241152776174,248
667634284721960248399355552281687861305559020973,1189
293335354902831742655395961174477020735395059750,1300
561884123121530148692431788854333115820460723204,97
359362412153168146213706107139319831406577830223,1428
187804982919281763313643476762068659276900131487,2061
255728793306728878571777649098336672620847359049,155
1117192994593866173466032774337846384398725631880,1427
1415237560924927595498905335046518718695810682814,317
503973727720011768956331777574920138556754292385,858
806620964130543384542587998797343383816494381709,389
51916796399792415414246583212629596032744779055,1017
1446580913053683408514788081792663318655184338887,103
300488018317113782268631374165462710778002296051,170
1269400182250325621866075387408482152962982444343,509
703965102369168655386822449264653748852361025538,63
1314264065279745486546817306403648470986523890404,1504
1445071426315692964097437132208588629788976691899,766
249033988525418764557758937926472703316690118507,779
876546374707359921267602373242561571916409649017,1766
551497461268224267194752863751152309083860977159,592
764424303579315574943295142134909385158166785330,2705
1208031617579200986876038562019147665565348577277,774
1235484723280057779281769052908108197885314014598,1223
1371683956405391275279402755202986573431987237288,1271
563365837364447588684816082585238246242265386742,94
556966361013851433151600275916408428334688749822,30
267346687458636980053453196516893229769312395720,878
788765533863009718745854259890025684116893001143,974
462872307426730219332833381579794358426835477869,426
75927040731835605129264801393332620544023881199,762
86418200740658398609723829701769178705508694655,369
998302875698245373620577061172490683101022208636,1312
1410425390776591189919925147926162034565795226281,569
530396289985138155243227071984813819184730894372,72
1092168637458633966863301911471883300780571474807,264
1257461981590182952150029899558975864689111332725,597
200740468891240517037105436116072838459352451493,877
479487525725599653074683544515184856415382014876,447
1153063231777515859971338220698784354797144003874,1235
832275019222243626269997732622851823106878920354,203
930089036604526294171823229162283861224555750312,574
1451558180684785136304020134001242672111164088414,134
225428578171610198360402600579919098773837903756,473
64282731412706027757231185386212659011788883803,188
797109142562567222024143641263269673349683554454,274
331547773911360709188895219701867361512673644665,1054
524342101351048282579322947654547646201366929300,1512
244901212862000915519052804791316203019309346554,194
243437673713803572577281813448251445802407289265,128
1314306805284401924871020361211415262136076624104,511
626432553127643365930832869445100966336071885318,1112
393175680131189104462551123262519722139301160851,329
783901325528652654353741865679821687631848774216,285
1162553298729065364969924979440794345531050439011,274
534228021960820433093002624209784627273579299329,620
241807925482810970596263599085230427455625406680,1057
1434419813455466637628303870239863956016685977076,178
475335313883977190778354144120272338020372733698,1343
314561373328445017941412873152197499743315064215,1719
560674350817553544105969558991895098903025323714,659
451665841091929575996595278171925338298139369078,581
115289697264408060985450098119068706958964501934,108
743411884097727375365010386945729214016134303342,2323
643568091908166709514056842802570193891750037906,467
1156891794121656229725863494076082449440543167207,601
1011222427052977110829881599854689012763017094078,2339
250942260574562011958416659530968082976427693104,198
1299270420658330884862892596304591224092529796607,1196
481499413930636811836493091481742974968641850118,339
182060555545262880541185257632051966637458214331,228
1267931554124217503396072227051974980232383636739,458
657958381419437997297287034063019534519204636399,512
267915955470014627939741308825142234365120109625,229
1028674447869636165535212520574754512968108693207,703
1042419024330756762545760711689484008842233491175,512
86184329736882130146522508670452638051463764123,79
159865617756529904352706617578399431817071084463,2084
1444945172634841093701315560516370883431717973271,148
249735605202963325526517686287910616315476857168,377
661005682432003736279228515507778736081997993878,69
45831875107669715613560710297749524019084336020,1198
1400307542374497817515504608999445373122636699516,325
368003734653605915434821199466285385389083230850,691
1251658704325641830515157297859458866077842537962,54
1248306778994467180505936170360877607342343611024,866
241851973052943351492660077868793672464441403667,66
30427440230908737426172589677374194563110274031,923
689212423787912440874162080578553520741994301699,1136
960177638080245269089889775532407897949668553091,166
1144984579808204993257819529605327794063972845373,962
1125360737064851571087229231158503285099592682250,2701
1200981344966553458721074514107897131669631283172,2090
1274626492721620121320754730067472099229986975680,223
336615944104160391624474907383481155335827074169,724
829450890824315120901985066349448649525421647776,1529
1065165572891154865856811023543644952302271406244,654
112897775354283178916476406716156800633445277140,295
437301786754983360629197316528280384357051534829,280
185029664640092571691585143999153846963978701308,195
844378316282070742222525880246987368190962557204,982
766107820799733687068674344322333678119899124462,553
1306649564177030522801313081770266023182808343587,218
81793261106427574978518282053465176064877069881,1855
350268362632433808344030658282564179920659368198,330
606099367865411597932642725345919928292511950322,2109
1257778607067231979709886664620248545413216950121,341
1352182809540374213400941836617456027083914802426,1754
162143922685816452631002423464651309410790243006,291
106708036529073117717552811828915389123498126344,601
1395190895647564551717485542093142669788534753225,517
1431177563734596495812438255040022232969503721190,1320
1372436239532049454312201944239109013654749081346,1071
693379664611310540538939194418579603434453765976,94
754509419069928622829025060762008359219607619998,531
921924121285221394697783067904111551165875359897,3743
343139431371737109719911095383001852260744517285,160
1225204646592663680857175084722455286544891131369,327
215735470693512609837944789255308928028551412714,1078
1302757149468507215508225333358596222546158391050,60
788260524243626803816934831770154804114355633308,237
1231503937217915923301781700135545547935383980978,309
171486254395801691252287399265261833787275607051,212
10025862264032094788501172745892054175031994043,331
1457031840543334172439705674259586260322405903443,252
384437177864726812224575661167819630952499551005,463
539330579853847790643628536248186710824125202067,445
778888277994957969238848792942306721618016365882,932
262556816784891089139900228636491618102121337505,317
1071959237464586021630289903792391976574484086156,165
1319341426536727493301071026633935749844675608027,387
1208805557795411232186892848088495822611589773020,436
428360408300006133524586972263258848591115385510,947
640063176118014771650346501235930369373829068824,410
956815650299910074780962295821698805623520024924,960
253441869308165678056417004424959737101274902968,96
